vclaim_id	vclaim	title
vclaim-sno-newark-woman-arrested-for-assaulting-killing-son-with-toy	A Newark woman was arrested for raping and killing her toddler son.	Newark Woman Arrested for Assaulting, Killing Son with Toy?
vclaim-sno-newfoundland-dog	Photograph shows a rare breed of Newfoundland dog bred to hunt bears.	Newfoundland Dog
vclaim-sno-newport-introduces-marijuana-cigarettes-on-sale-worldwide	"Newport developed marijuana cigarettes which will be available for purchase ""next year."""	Has Newport Introduced Marijuana Cigarettes on Sale Worldwide?
vclaim-sno-news-etymology	The word news is an acronym formed from the words north, east, west, and south.	Etymology of ‘News’
vclaim-sno-news-media-fetuses-found-story	ABC, CBS, NBC, MSNBC, NPR, PBS all refused to cover abortionist who kept 2,246 aborted babies.	Did Mainstream Media Outlets ‘Refuse’ to Cover Abortion Doctor Ulrich Klopfer?
vclaim-sno-news-of-the-weak	A four-year study has found that Fox News viewers have IQs 20 points lower than average.	Fox News viewers
vclaim-sno-news-you-can-lose	A TV station was pranked with fake names for pilots involved in an airline crash.	KTVU Makes Racist Plane Crash Gaffe
vclaim-sno-newsmax-biden-pence	"The conservative news website Newsmax published a column that suggested U.S. President Donald Trump should ""retire immediately,"" letting Vice President Mike Pence handle the transition to the incoming Biden-Harris administration."	Did a Newsmax Story Say Trump Should ‘Retire Immediately’?
vclaim-sno-newsom-christian-murders	An account accurately describes the rapes and murders of Christopher Newsom and Channon Christian and the reporting thereof.	Murders of Christopher Newsom and Channon Christian
vclaim-sno-newspaper-ad-ku-klux-klan-praise-donald-trump	An ad for the Ku Klux Klan found in a 2018 newspaper praised the policies of President Donald Trump.	Did a Newspaper Ad for the Ku Klux Klan Praise Donald Trump?
vclaim-sno-newspaper-rioters-photo-antifa	"A Texas newspaper incorrectly identified rioters storming the Capitol on Jan. 6, 2021, as “members of Antifa dressed as supporters of President Donald Trump."""	Did a Newspaper Incorrectly Identify Capitol Rioters as Antifa?
vclaim-sno-newsweek-proves-that-wikileaks-is-leaking-phony-hillary-clinton-emails	WikiLeaks was caught by Newsweek fabricating e-mails with the intent of damaging the campaign of Hillary Clinton.	Newsweek Proves That WikiLeaks Is Leaking Phony ‘Hillary Clinton Emails’
vclaim-sno-newsweek-report-trump-impeachment	Newsweek magazine reported that President Trump would be impeached and replaced by Hillary Clinton.	Did Newsweek Report That Trump Will Be Impeached and Replaced by Hillary Clinton?
vclaim-sno-newt-gingrich-tweeted-san-bernardino-attack-november	Newt Gingrich tweeted about the 2 December 2015 San Bernardino shooting on 13 November 2015.	Newt Gingrich Tweeted About San Bernardino Attack in November
vclaim-sno-next-case-on-the-court-colander	Police fool a criminal into confessing through a ruse involving a photocopier and a colander.	Colander Lie Detector
vclaim-sno-nfl-admits-to-rigging-games	The NFL admitted to rigging games in a style similar to professional wrestling.	Did the NFL Admit to Rigging Games?
vclaim-sno-nfl-black-national-anthem	"The NFL is planning to play ""Lift Every Voice and Sing,"" also known as the Black national anthem, before games."	Does the NFL Plan to Play the Black National Anthem Before Games?
vclaim-sno-nfl-donations-black-lives-matter	In November 2017, the National Football League decided to end its donations to various existing charitable commitments and shifted that funding to the Black Lives Matter movement.	Did the NFL Stop Donations to Breast Cancer and Military Charities in Order to Fund Black Lives Matter?
vclaim-sno-nfl-fining-players-for-wearing-911-memorial-cleats	The NFL fined players for violating league uniform rules by wearing 9/11 memorial cleats during football games played on 11 September 2016.	NFL Fining Players for Wearing 9/11 Memorial Cleats?
vclaim-sno-nfl-lawyer-dead	"An NFL ""entertainment lawyer"" was found dead hours after telling reporters that the upcoming Super Bowl was “rigged.”"	Was an NFL Lawyer Who Claimed the Super Bowl Is ‘Rigged’ Found Dead?
vclaim-sno-nfl-man-of-god-headband	"New Orleans Saints linebacker Demario Davis was fined by the NFL for wearing a ""Man of God"" headband."	Was an NFL Player Fined for Wearing a ‘Man of God’ Headband?
vclaim-sno-nfl-national-anthem-ban	The NFL is banning the playing of the U.S. national anthem beginning in 2017.	NFL Banning the National Anthem in 2017
vclaim-sno-nfl-new-covid-19-helmet	An image shows the official COVID-19 series of NFL helmets.	Is This the NFL’s New COVID-19 Helmet?
vclaim-sno-nfl-player-burned-american-flag-in-locker-room	A photograph shows a Seattle Seahawks player burning an American flag.	Did an NFL Player Burn an American Flag in a Locker Room?
vclaim-sno-nfl-players-demand-month	"Four black players sent the NFL an ""ultimatum"" that included demands that the league force ""white fans"" into community activism."	Did Black NFL Players ‘Demand’ that the NFL Force ‘White Fans’ Into Community Activism?
vclaim-sno-nfl-refunds	In September 2017, the Cleveland Browns, Dallas Cowboys and Pittsburgh Steelers refunded season tickets in light of protests by players during the National Anthem.	Cleveland Browns Forced to Issue Refunds to 90 Percent of Season Ticket Holders?
vclaim-sno-nfl-sideline-anthem	NFL players did not stand for the national anthem until the Defense Dept. started paying the league to stage patriotic displays in 2009.	Why Are NFL Players on the Sidelines for the National Anthem?
vclaim-sno-nfl-wont-televise-national-anthem-before-super-bowl	The NFL announced that it will not be televising the national anthem before the Super Bowl in February 2018.	Did NFL Decide Not to Televise National Anthem Before Super Bowl?
vclaim-sno-niagara-falls-drained	Engineers drained Niagara Falls in 1969 and made a grisly discovery.	Engineers Drained Niagara Falls in 1969, Made Grisly Discovery?
vclaim-sno-niagara-falls-frozen	Photographs show Niagara Falls frozen in 1911 and 2014.	Do Photographs Capture Niagara Falls Frozen?
vclaim-sno-nick-doize	Prayers are requested for Nick Doize, a teenager battling leukemia.	Nick Doize Prayer Request
vclaim-sno-nick-saban-endorse-joe-biden	Democratic U.S. presidential nominee Joe Biden touted University of Alabama football coach Nick Saban's endorsement on Facebook.	Did Nick Saban Endorse Joe Biden?
vclaim-sno-nick-stahl-death-hoax	Actor Nick Stahl died in 2020.	Nick Stahl is Not Dead, despite Misleading Ads
vclaim-sno-nickelback-to-play-trumps-inauguration	Donald Trump posted a message on Twitter stating that Nickelback would play at his inauguration.	Nickelback to Play at Inauguration
vclaim-sno-nickelodeon-off-air-protest	Nickelodeon, the children's network, went off air for eight minutes and 46 seconds to protest police brutality.	Did Nickelodeon Go Off Air for Several Minutes To Protest Police Brutality?
vclaim-sno-nickelodeon-trump-impeachment	Images show coverage of former U.S. President Donald Trump's second impeachment trial on Nickelodeon, a television network for children.	Did Nickelodeon Cover Trump’s 2nd Impeachment?
vclaim-sno-nicky-hayden-death-hoax	World Superbike star Nicky Hayden passed away on 19 May 2017.	Nicky Hayden Death Hoax
vclaim-sno-nicolas-cage-death-hoax	Actor Nicolas Cage died in a motorcycle accident in July 2016.	Nicolas Cage Death Hoax
vclaim-sno-nicolas-cruz-register-jail	Parkland Shooter Nikolas Cruz registered to vote as a Republican from jail.	Did Parkland Shooter Nikolas Cruz Register to Vote as a Republican from Jail?
vclaim-sno-nicotine-non-fit	The Tim Hortons chain of coffee and baked goods stores adds nicotine to its coffee to keep customers hooked on it.	Nicotine in Tim Hortons Coffee
vclaim-sno-nidal-hasan-receives-promotion	The U.S. Army has promoted accused Fort Hood shooter Nidal Hasan and awarded him the Legion of Merit.	Nidal Hasan Receives Promotion, Legion of Merit
vclaim-sno-nieto-democrats-open-borders	"A photograph captures Mexican drug lord ""El Chapo"" plotting with top Democrats to maintain ""open borders."""	Is This a Picture of ‘El Chapo’ and U.S. Democrats Plotting Open Borders?
vclaim-sno-nigel-farage-martin-webster-photo	A photograph shows Brexit Party leader Nigel Farage with National Front Leader Martin Webster in 1979.	Does a Photo Show Nigel Farage with National Front Leader Martin Webster in the ’70s?
vclaim-sno-nigella-lawson-microwave	"In a December 2020 television episode, Nigella Lawson wildly mispronounced the word ""microwave."""	Did TV Chef Nigella Lawson Mispronounce ‘Microwave’?
vclaim-sno-niger-germany-world-cup	A screen shot from a World Cup match shows team country codes spelling out a racial pejorative.	Is This Offensive Niger vs. Germany World Cup Screen Shot Real?
vclaim-sno-niger-innis	During an interview with CORE national spokesman Niger Innis, MSNBC displayed a graphic identifying him as “Nigger Innis.”	Niger Innis MSNBC Gaffe
vclaim-sno-nigeria-christians-muslims	Muslim militants killed 120 Christians in Nigeria during a three-week period in February and March 2019.	Did ‘Muslim Militants’ Kill 120 Christians in Nigeria in February/March 2019?
vclaim-sno-nigeria-pastor-beheaded	In January 2020, Boko Haram executed pastor Lawan Andimi as a result, at least in part, of his refusal to renounce his Christian faith.	Did Boko Haram Behead a Nigerian Pastor After He ‘Refused to Deny Christ’?
vclaim-sno-nigerian-astronaut-lost-in-space	A Nigerian astronaut lost in space needs $3 million to get back home.	Is a Nigerian Astronaut Lost in Space?
vclaim-sno-nigerian-baby-born-with-message-of-christs-second-coming	A Nigerian infant was born with message written on her hands saying Jesus is coming back.	Was a Nigerian Baby Born with a Message of Christ’s Second Coming?
vclaim-sno-nigerian-scam-2	A wealthy foreigner who needs help moving millions of dollars from his homeland promises a hefty percentage of this fortune as a reward for assisting him.	Nigerian (419) Scam
vclaim-sno-nigerian-spam	A hotel restaurant in Nigeria was found to be selling human meat.	Nigeria: Restaurant Served Roasted Human Heads
vclaim-sno-night-shining-clouds-climate	Evidence shows rare night clouds are linked to human-caused climate change.	Are Rare ‘Night-Shining’ Clouds an Indicator of Climate Change?
vclaim-sno-night-vision-of-loveliness	Drug runner evades detection by driving a fast black car at night while wearing night vision goggles.	Night Vision Glasses While Driving
vclaim-sno-nightclub-patrons-meat	Police in Oregon, Singapore, Australia, and/or Trinidad and Tobago arrested a nightclub owner for killing patrons and selling them as meat.	Did Police Shut Down a Nightclub for Fostering Cannibalism?
vclaim-sno-nightmare-christmas-happy-meal	McDonald's is introducing 'The Nightmare Before Christmas'-themed Happy Meals.	Are ‘The Nightmare Before Christmas’ Happy Meals Coming to McDonald’s?
vclaim-sno-nijaey-hilton	A 5-year-old girl named Nijaey Hilton is missing from her New York home.	Missing Person: Nijaey Hilton
vclaim-sno-nike-afford-let-go	"Nike said that they're a ""$76 billion dollar company that can afford to let go of all ‘Make America Great Again’ customers."""	Did Nike Say They Can Afford to “Let Go of All ‘Make America Great Again’ Customers”?
vclaim-sno-nike-alabama	In September 2018, the University of Alabama football program ended its uniform contract with Nike, in response to Nike's endorsement deal with Colin Kaepernick.	Did the University of Alabama Cut Ties with Nike Over the Colin Kaepernick Endorsement Deal?
vclaim-sno-nike-all-seeing-eye-shoes	"Nike sells shoes featuring an ""All-Seeing Eye"" symbol that represents satanism or the Illuminati."	Does Nike Make Shoes Featuring the ‘All-Seeing Eye’ Symbol?
vclaim-sno-nike-burned-sneakers	Nike released a line of sneakers designed to look as if they had been burned in order get back at consumers who destroyed their products in protest.	Did Nike Release a Line of ‘Burned’ Sneakers to Clap Back at Protesters?
vclaim-sno-nike-coupon-color	Nike offered 'people of color' several coupons for discounts on the company's products.	Did Nike Offer ‘People of Color’ a 75 Percent Off Coupon?
vclaim-sno-nike-cowboys	In September 2017, Nike cut ties with the Dallas Cowboys over national anthem protests.	Did Nike Cut Ties with the Dallas Cowboys Over National Anthem Protests?
vclaim-sno-nike-donate-clothing-veterans	Nike released a statement urging disgruntled consumers to donate clothing to veterans rather than burning it.	Did Nike Urge Disgruntled Consumers to Donate Their Unwanted Shoes to Veterans?
vclaim-sno-nike-donations-republicans	Nike donated three times more to Republicans than Democrats during the 2018 federal election cycle, up to August 2018.	Did Nike Donate Vastly More to Republicans Than Democrats In the 2018 Election Cycle?
vclaim-sno-nike-elephant-shoes-rumor	Nike makes their sneakers with elephant skins.	Nike Doesn’t Make Elephant Skin Shoes
vclaim-sno-nike-fire-colin-kaepernick-after-arrest	Nike, Inc. canceled their endorsement contract with former NFL player Colin Kaepernick after he was arrested for trespassing on a football field.	Did Nike Fire Colin Kaepernick After an Arrest?
vclaim-sno-nike-make-america-great-again-hat	"A photograph shows a Nike-manufactured ""Make America Great Again"" hat."	Is This Nike ‘Make America Great Again’ Hat Real?
vclaim-sno-nike-rehire-michael-vick	In April 2019, Nike re-hired Michael Vick, a former NFL player who served prison time for facilitating dogfighting.	Did Nike Just Re-Hire Michael Vick?
vclaim-sno-nike-shoes-boycott-burn	A photograph captured the injuries a man received when he set fire to the Nike shoes he was wearing.	Did a Man Injure Himself by Setting the Nike Shoes He Was Wearing on Fire?
vclaim-sno-nike-workers-pay-kaepernick	Nike workers in Vietnam earn 20 cents per hour, work 70 to 80 hours per week, and are 80 percent female.	Do Nike Factory Workers in Vietnam Earn 20 Cents Per Hour?
vclaim-sno-nike-workplace-ban	In September 2018, a company banned their employees from wearing Nike products in the workplace.	Did a Business Ban Their Employees from Wearing Nike Products in the Workplace?
vclaim-sno-nikki-haley-affair-accidentally	"U.S. Ambassador to the United Nations Nikki Haley ""accidentally confessed"" to being romantically involved with President Trump."	Did Nikki Haley ‘Accidentally Confess’ to an Affair with Donald Trump?
vclaim-sno-nikola-tesla-swimming-instructor	A photograph shows Nikola Tesla working as a swim instructor on a New York beach near the end of the 19th century.	Was Nikola Tesla a Swimming Instructor?
vclaim-sno-nikolas-cruz-promise-obama	"Parkland school shooting suspect Nikolas Cruz has a ""connection"" to former president Barack Obama and his administration."	Did the Parkland Shooting Suspect Have a ‘Connection’ to Barack Obama?
vclaim-sno-nikolas-cruz-white-supremacist-group	Nikolas Cruz, the confessed gunman in the February 2018 school shooting in Parkland, Florida, is or was a member of a known white supremacist or white nationalist organization.	Is the Florida Mass Shooter a Member of a White Supremacist Group?
vclaim-sno-nine-letters-puzzle	The English language has at least one nine-letter word that remains a valid word as each of its letters is successively removed.	Nine Letters Puzzle
vclaim-sno-nine-year-old-murders-parents-turn-off-wi-fi-punishment	A 9-year-old killed his parents after they turned off wi-fi in their home.	Nine-Year-Old Murders Parents After They Turn Off Wi-Fi for Punishment
vclaim-sno-ninja-turtles-shredders-revenge	"A new video game based on the ""Teenage Mutant Ninja Turtles"" cartoons was announced in March 2021."	Is ‘Shredder’s Revenge’ a New ‘Teenage Mutant Ninja Turtles’ Video Game?
vclaim-sno-nintendo-sue-paco-gutierrez	Nintendo sued a 9-year-old boy in Venezuela for $200 million for making an analog cardboard Gameboy.	Did Nintendo Sue 9-Year-Old Paco Gutierrez for Making Cardboard Console?
vclaim-sno-ninth-circuit-court-most-overturned	Eighty percent of the Ninth Circuit Court of Appeals' decisions are overturned by the Supreme Court.	Does the Supreme Court Overturn 80 Percent of Ninth Circuit Court Decisions?
vclaim-sno-nissan-complaint-letter	Australian mine planner's letter expresses frustration at his difficulty in obtaining replacement parts for a Nissan-manufactured bus.	Nissan Complaint Letter
vclaim-sno-niv-removed-bible-verses	Publisher HarperCollins has removed 45 complete verses from the NIV (New International Version) Bible.	Did HarperCollins Remove 45 Complete Verses from the NIV Bible?
vclaim-sno-nixon-alien-life-time-capsule	President Richard Nixon hid a time capsule in the White House containing evidence of alien life and human contact with extraterrestrials.	Did President Nixon Hide Proof of Alien Life in a Time Capsule?
vclaim-sno-nixon-predicted-trump-success	Former President Richard Nixon sent a letter to Trump predicting he would be a successful politician whenever he decided to run for office.	Did Richard Nixon Write a Letter Predicting Donald Trump’s Success in Politics?
vclaim-sno-nixon-watergate-details-illegally-leaked	"During the Watergate scandal, President Nixon blamed all of the controversy on the illegality of the actions of leaker ""Deep Throat."""	Did President Nixon Say Watergate Details Were ‘Illegally’ Leaked by Deep Throat?
vclaim-sno-no-answer	A record label inadvertently mistitled the U.S. version of the Electric Light Orchestra’s debut album because of a misunderstood phone message.	Electric Light Orchestra’s No Answer
vclaim-sno-no-bar-to-success	Hillary Rodham failed her 1973 attempt to pass the District of Columbia bar exam.	Hillary Clinton Failed D.C. Bar Exam
vclaim-sno-no-celebrities-will-perform-at-trump-inauguration	No celebrities are willing to perform for Trump's inauguration.	No Celebrities Will Perform at Trump Inauguration?
vclaim-sno-no-cents	New versions of the Lincoln Cent will omit the motto “In God We Trust.”	New Lincoln Cents and ‘In God We Trust’
vclaim-sno-no-colonel-of-truth	Colonel Sanders left instructions requiring KFC to donate money to the Ku Klux Klan or feed the homeless for free.	Colonel Sanders Left Money to the KKK?
vclaim-sno-no-he-cant	Dr. Anne Wortham wrote “No He Can’t,” an editorial critical of Barack Obama.	Anne Wortham — No He Can’t
vclaim-sno-no-jack-city	A teen boy was arrested for masturbating under a law that prohibits ‘self-rape.’	Boy Arrested, Charged with New ‘Self-Rape’ State Law
vclaim-sno-no-lackin-challenge	"Teenagers are participating in a dangerous new internet craze known as the ""No Lackin Challenge,"" and two teenagers was shot in the head during an instance of the fad gone awry."	No Lackin Challenge
vclaim-sno-no-maam	Letter from former Marine criticizes Sen. Dianne Feinstein’s gun control proposal.	Joshua Boston – No Ma’am
vclaim-sno-no-matter-what	Dr. Walter Williams penned an opinion piece entitled “No Matter What,” about President Obama’a inevitable	Dr. Walter Williams – No Matter What
vclaim-sno-no-michael-jackson-isnt-alive	"A video shows U.S. pop singer Michael Jackson getting out of a coroner's van after being driven to the hospital upon his ""death."""	No, Michael Jackson Isn’t Alive
vclaim-sno-no-nativity-scenes-white-house	The White House decided not to display a Christmas Nativity scene in 2016 (or any other year).	Did the Obama White House Ban Nativity Scenes?
vclaim-sno-no-price-too-high	A punctuation error of a missing comma in a telegram resulted in a costly mistake.	No Price Too High
vclaim-sno-no-sale	The federal government is preventing Volkswagen’s XL1 model car from being sold in the U.S. because the vehicle is too fuel-efficient.	Is Volkswagen’s 300 MPG Car Banned in the U.S.?
vclaim-sno-no-shoes-no-shirts-no-motorcycles	Hooters has banned motorcyclists from wearing club patches and colors in all of their locations.	Hooters Bans Motorcycle Clubs from All Restaurants
vclaim-sno-no-thank-you	Letter to President Obama posted on Facebook thanks him for being ‘selfish’ and taking lavish vacations.	Yolanda Burroughs-Vestal Thanks President Obama
vclaim-sno-no-two-snowflakes-alike	No two snowflakes are exactly alike.	Are No Two Snowflakes Exactly Alike?
vclaim-sno-no-way-no-jay	Washington, D.C., has no 'J' Street because city designer Pierre L'Enfant bore a grudge against Chief Justice John Jay.	Why Does Washington, D.C., Have No ‘J’ Street?
vclaim-sno-noah-biorkman	Noah Biorkman, a 5-year-old boy battling cancer, wants to receive Christmas cards.	Christmas Cards for Noah Biorkman
vclaim-sno-noah-feldman-jeffrey-epstein	Harvard Law Professor Noah Feldman is the nephew of Jeffrey Epstein.	Is Harvard Law Professor Noah Feldman Related to Jeffrey Epstein?
vclaim-sno-noahs-ark-found	Noah's Ark was found by explorers in eastern Turkey.	Was Noah’s Ark Found by Explorers in Eastern Turkey?
vclaim-sno-noahs-ark-park-flooded	A Noah's Ark exhibit at a Christian theme park in Kentucky was destroyed by a flood.	Was a Noah’s Ark Theme Park Destroyed in a Flood?
vclaim-sno-noam-chomsky-predicted-trumps-presidency	Noam Chomsky predicted the movement that created a Trump presidency.	Noam Chomsky Predicted Trump’s Presidency?
vclaim-sno-nobel-laureate-tasuku-honjo-covid	"Nobel laureate Dr. Tasuku Honjo said that COVID-19 was ""man-made"" at a lab in Wuhan, China."	Did Nobel Laureate Tasuku Honjo Say COVID-19 Was ‘Man-Made’?
vclaim-sno-nobel-peace-prize-trump-turkey	A Nobel Peace Price committee nominated U.S. President Donald Trump after he negotiated a ceasefire in Turkey.	No, a Nobel Peace Prize Committee Didn’t Nominate Trump After Turkey Ceasefire
vclaim-sno-nobodys-fuel	A miraculous car that gets 200 miles to the gallon is sold by mistake then reclaimed by the factory and is never seen again.	Miracle Carburetor
vclaim-sno-noing-the-drill	Fired oil rig worker gains revenge on former bosses by dropping a piece of equipment in the well.	Oil Driller Revenge
vclaim-sno-nolan-ryan-fight-photo	A photograph shows a bleeding Nolan Ryan pitching in the aftermath of an on-field fight with Robin Ventura.	Does This Photograph Show Nolan Ryan Pitching After an On-Field Fight?
vclaim-sno-non-citizens-vote-registered-dmv	Green Card holders are being illegally registered to vote without their knowledge or consent in order to create legal grounds for their deportation.	Are Non-Citizens Being Registered to Vote Without Their Knowledge?
vclaim-sno-noodles-freeze-cold-weather	A photograph shows frozen noodles and a frozen egg suspended in air during extreme cold temperatures in Novosibirsk, Russia.	Did Noodles Freeze Mid-Air Due to Cold Weather?
vclaim-sno-noonan-on-trump	Peggy Noonan penned a 'Wall Street Journal' piece lauding Donald Trump.	Peggy Noonan on Donald Trump
vclaim-sno-noose-hung-outside-capitol	A photograph shows a noose hanging across from the U.S. Capitol before a pro-Trump riot on Jan. 6, 2021.	Was a Noose Hung Across from the US Capitol?
vclaim-sno-nope-and-glory	Students at UC Irvine implemented a ban on the American flag.	UC Irvine Flag Ban Controversy
vclaim-sno-nopeflix	Popular content-streaming service Netflix will declare bankruptcy and shut down due to piracy.	Netflix Bankruptcy
vclaim-sno-nordstrom-card-survey-scam	Nordstrom is giving $200 gift cards to Facebook users who complete three short steps.	Nordstrom Gift Card Survey Scam
vclaim-sno-nordstrom-chapter-11-baio-boycott	Retail chain Nordstrom filed for Chapter 11 bankruptcy after Scott Baio boycotts.	Nordstrom Files for Chapter 11 After Scott Baio Boycott?
vclaim-sno-nordstrom-selling-rock-leather-pouch-85	Nordstrom sells a rock in a leather pouch for $85, and a smaller version for $65.	Nordstrom is Selling a Rock in a Leather Pouch for $85
vclaim-sno-norman-rockwell-cat-prevents-fire	"A little-known painting entitled ""Cat Prevents House Fire"" was created by Norman Rockwell."	Little-Known Norman Rockwell Painting: ‘Cat Prevents House Fire’
vclaim-sno-norman-thomas-on-socialism	"Norman Thomas once said that America would eventually unknowingly adopt socialism ""under the name of 'liberalism.'"""	Norman Thomas on Socialism
vclaim-sno-north-carolina-20-bills-fake	North Carolina no longer considers the $20 bill to be legal tender.	North Carolina No Longer Accepts $20 Bills
vclaim-sno-north-carolina-elections-worker-trump	"In August 2017, Richard Robert Rawling was indicted for ""skewing vote tallies"" in favor of Donald Trump and other Republican candidates during the March 2016 primaries."	Was a North Carolina Elections Official Indicted for ‘Rigging’ the 2016 Election?
vclaim-sno-north-carolina-sharia	North Carolina prohibited and criminalized the use of Sharia law.	Did North Carolina Ban Sharia Law and Make It a ‘Criminal Offense’?
vclaim-sno-north-carolina-town-rejects-solar-panels	Residents of a North Carolina town rejected the local installation of a solar farm over fears the technology was harmful.	Did a North Carolina Town Reject Solar Panels?
vclaim-sno-north-carolina-voter-id	North Carolina admitted that a voter ID law was at least partly enacted in response to African-American voting tendencies that went against conservative interests.	Did North Carolina Admit to Targeting Black Voters with a ‘Voter ID’ Law?
vclaim-sno-north-dakota-native-american-voters	H.B. 1369, a North Dakota voter ID law, includes restrictions that disproportionately affect Native American voters.	Has North Dakota Law Made It Harder for Native Americans to Vote?
vclaim-sno-north-dakota-pipeline-protest	A photograph shows a large group of people protesting against the construction of an oil pipeline in North Dakota.	Suppressed North Dakota Pipeline Protest Photo
vclaim-sno-north-dakota-shoot-protesters	"North Dakota Governor Jack Dalrymple gave the ""green light"" to shoot indigenous people on sight."	North Dakota Gives the Green Light to Shoot Indigenous Tribes on Sight
vclaim-sno-north-dakota-voting-hunting-licenses	By voting in North Dakota, residents risk losing hunting licenses issued to them by other states.	Will Voting in North Dakota Result in the Loss of Hunting Licenses from Other States?
vclaim-sno-north-korea-americans-live-today	Video features a North Korean propaganda report on 'how Americans live today.'	North Korea – How Americans Live Today
vclaim-sno-north-korea-evacuation-alarms	"Hundreds of thousands of residents in North Korea's capital Pyongyang were evacuated due to ""nuke"" fears."	Did Evacuation Alarms Go Off in Pyongyang, North Korea Amid ‘Nuke Fears’?
vclaim-sno-north-korea-fake-missiles	The missiles displayed during a North Korean military parade were fake.	Did North Korea Display Fake Missiles During a Military Parade?
vclaim-sno-north-korean-medals-photo	A photograph shows a group of North Korean generals wearing medals on their shirtsleeves and pants.	Is This an Unaltered Photograph of North Korean Officers with Medals?
vclaim-sno-northam-meme	Virginia Gov. Ralph Northam said the National Guard would cut power and communications before killing anyone who didn't comply with new gun legislation.	Did Virginia Governor Say He Would Cut Power, ‘Have You Killed’ for Not Turning Over Guns?
vclaim-sno-northern-exposure	Ted Cruz is ineligible to serve as President of the United States because he was born in Canada.	Ted Cruz: Eligible for President?
vclaim-sno-northern-lights-seen-space	A viral item gives a genuine glimpse of the aurora borealis (or aurora australis) from far above the planet.	Are These the Northern Lights Seen From Space?
vclaim-sno-norway-marriage-animals	Norway legalized marriage between a human and animal in either 2017 or 2019.	Did Norway Legalize Marriage Between Humans and Animals?
vclaim-sno-norway-renames-shithole-solidarity-countries-trump-insulted	"Norway announced that it was changing its name to ""shithole."""	Norway Renames Itself ‘Shithole’ in Solidarity With Countries Trump Insulted?
vclaim-sno-norway-surplus-apples-for-free	It's common practice in Norway to give away surplus apples to help feed the hungry by hanging them in bags from a fence.	Are Surplus Apples Hung for Free From Fences in Norway to Feed the Hungry?
vclaim-sno-norway-vaccine-deaths	Twenty-three people in Norway died as a result of receiving the COVID-19 vaccine.	Did 23 People In Norway Die After Receiving COVID Vaccine?
vclaim-sno-norwegian-cartoon-banned-twitter-facebook	A cartoon from Norway depicting Donald Trump in a diaper was banned from social media.	Did Twitter and Facebook Ban a Norwegian Cartoon About Trump?
vclaim-sno-norwegian-police-officers	A photograph shows Norwegian police officers in their skintight Summer uniforms.	Is This What Police Uniforms in Norway Look Like?
vclaim-sno-nose-on-forehead	Photograph shows a man with a nose growing on his forehead.	Nose on Forehead
vclaim-sno-nostradamus-911-prediction	Nostradamus predicted the 9/11 attacks on the World Trade Center.	Did Nostradamus Predict the 9/11 Attacks?
vclaim-sno-nostradamus-covid-19	A meme replicates a Nostradamus prophecy foretelling the 2020 COVID-19 coronavirus disease pandemic.	Did Nostradamus Predict the COVID-19 Pandemic?
vclaim-sno-nostradamus-notre-dame-fire	"Nostradamus wrote that ""when the great cathedral glows red, so will begin the descent of man."""	Did Nostradamus Predict the ‘Descent of Man’ After the Notre Dame Fire?
vclaim-sno-nostradamus-predict-feeble-man	"A poem written by a French astrologer claimed that the western world ""will fall"" after a “feeble man” and a “jezebel” took over as rulers."	Did Nostradamus Predict the World Will Fall After a ‘Feeble Man’ Rules?
vclaim-sno-not-dead-yet	Technical glitch on CNN web site revealed obituaries for several famous but not-yet-dead people.	Premature CNN Obituaries
vclaim-sno-not-lovin39-it	McDonald’s is discontinuing the Big Mac, apple pies, and large size menu items.	McDonald’s Removing Big Mac, Apple Pies and Eliminating Large Size Options
vclaim-sno-not-my-dog	A badly behaved dog wreaks havoc while two fellows stand by silently, each thinking it’s the other guy’s pooch.	Mistaken Dog
vclaim-sno-not-my-teeth	Husband loses false teeth after prankingly swapping them with his wife’s lost dentures.	Not My Teeth
vclaim-sno-not-one-drop-bear-cub	Photograph shows a drop bear cub being fed human blood.	Orphaned Drop Bear Cub Being Fed Human Blood?!
vclaim-sno-not-paying-the-devil-his-due	Persons attempt to avoid financial transactions totaling $6.66.	$6.66 Avoidance
vclaim-sno-notre-dame-barrett-nomination	An open letter written by dozens of Notre Dame colleagues of Judge Amy Coney Barrett, U.S. President Donald Trump’s Supreme Court nominee, requested that she “halt [the] nomination process” until after the election.	Did Notre Dame Colleagues Ask Barrett to ‘Halt’ Supreme Court Nomination Process?
vclaim-sno-notre-dame-burning-eiffel-tower	A photograph of a fire at Notre Dame Cathedral in Paris shows the Eiffel Tower directly in the background.	Is This Photograph of Notre Dame Burning with the Eiffel Tower Directly in the Background Real?
vclaim-sno-november-6th	Republican presidential candidates have won every election held on	November 6th
vclaim-sno-november-surprise	President Obama has announced a nationwide Muslim outreach program for children from grades K-12.	Obama Declares November National Muslim Appreciation Month
vclaim-sno-npr-riot-article-before-riot	NPR published an article that described pro-Trump supporters who decried the 2020 election results storming the U.S. Capitol hours before the riot took place.	Did NPR Publish Article Describing Capitol Riot Before It Happened?
vclaim-sno-nps-twitter-account-shut-down	Official Department of Interior Twitter accounts were temporarily deactivated after the National Park Service account was used to retweet negative information about the incoming Trump administration.	National Park Service Twitter Account Shut Down After Anti-Trump Retweets
